Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Carlos Rogers,24,WAS,LCB,12,5,2,14,0,14,4,2,0,0,0,0,0.0,48,44,4,1,0,
Paul Smith,27,DET,FB,12,5,0,0,0,0,0,0,1,0,0,0,0.0,3,2,1,0,0,
Fakhir Brown,28,NOR,DB,12,4,0,0,0,0,6,0,0,0,0,0,0.0,34,33,1,0,0,
Justin Green,23,BAL,FB,12,4,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Cedric Houston,23,NYJ,RB,12,4,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,
Patrick Pass,28,NWE,FB,12,4,0,0,0,0,0,0,2,0,0,0,0.0,6,6,0,0,0,
Aaron Shea,29,CLE,TE,12,4,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jason Babin,25,HOU,DT,12,3,0,0,0,0,2,2,0,0,0,0,4.0,37,26,11,6,0,
Zeron Flemister,29,OAK,TE,12,3,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Kassim Osgood,25,SDG,WR,12,3,0,0,0,0,0,0,0,0,0,0,0.0,19,14,5,0,0,
Lewis Sanders,27,HOU,DB,12,3,1,29,0,29,3,1,0,0,0,0,0.0,31,27,4,2,0,
Ricky Williams,28,MIA,RB,12,3,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,AP CPoY-5
Az-Zahir Hakim,28,NOR,WR,12,2,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Jason McAddley,26,SFO,WR,12,2,0,0,0,0,0,0,0,1,0,0,0.0,10,8,2,0,0,
C.J. Mosley,22,MIN,DT,12,2,0,0,0,0,1,1,0,0,0,0,3.0,19,15,4,2,0,
Derrick Pope,23,MIA,LB,12,2,0,0,0,0,0,1,0,0,0,0,0.0,29,23,6,4,0,
Josh Thomas,24,IND,DE,12,2,0,0,0,0,0,0,0,0,0,0,3.0,25,14,11,2,0,
James Thrash,30,WAS,WR,12,2,0,0,0,0,0,0,1,0,0,0,0.0,10,8,2,0,0,
Dwan Edwards,24,BAL,DE,12,1,0,0,0,0,0,1,0,0,0,0,0.0,24,17,7,0,0,
Mike Logan,31,PIT,DB,12,1,0,0,0,0,1,0,0,0,0,0,0.0,24,16,8,0,0,
Bryant McFadden,24,PIT,DB,12,1,1,0,0,0,7,1,0,1,9,0,1.0,21,20,1,1,0,
Vernand Morency,25,HOU,RB,12,1,0,0,0,0,0,0,1,1,0,0,0.0,1,0,1,0,0,
Brady Poppinga,26,GNB,LB,12,1,0,0,0,0,0,0,0,0,0,0,2.0,28,23,5,1,0,
Mike Seidman,24,CAR,TE,12,1,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Chris Thompson,23,CHI,DB,12,1,0,0,0,0,0,0,0,1,0,0,0.0,10,7,3,0,0,
O.J. Atogwe,24,STL,DB,12,0,1,42,0,42,1,0,0,1,0,0,1.0,12,10,2,1,0,
Ladell Betts,26,WAS,RB,12,0,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0,0,
Fred Booker,27,NOR,DB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,
Oliver Celestin,24,NYJ,DB,12,0,0,0,0,0,1,0,0,0,0,0,0.0,26,21,5,1,0,
Marquis Cooper,23,TAM,LB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,18,16,2,0,0,
Rashied Davis,26,CHI,DB,12,0,0,0,0,0,0,0,2,1,0,0,0.0,10,6,4,0,0,
Eddie Drummond,25,DET,WR,12,0,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,
Dovonte Edwards,23,MIN,DB,12,0,1,51,1,51,3,0,0,0,0,0,0.0,17,16,1,0,0,
Frisman Jackson,26,CLE,WR,12,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Niko Koutouvides,24,SEA,LB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,13,10,3,0,0,
Rasheed Marshall,24,SFO,WR,12,0,0,0,0,0,0,0,4,1,0,0,0.0,1,1,0,0,0,
Jerome Mathis,22,HOU,WR,12,0,0,0,0,0,0,0,3,1,0,0,0.0,,,,,0,"PB,AP-1"
Darnerien McCants,29,PHI,WR,12,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Lance Mitchell,24,ARI,LB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Mike Montgomery,22,GNB,DT,12,0,0,0,0,0,0,0,0,0,0,0,1.0,22,15,7,1,0,
James Mungro,27,IND,RB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Andrew Pinnock,25,SDG,FB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Ryan Riddle,24,OAK,DE,12,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,
Chad Slaughter,27,OAK,T,12,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Rod Smart,28,CAR,RB,12,0,0,0,0,0,0,0,1,0,0,0,0.0,9,7,2,0,0,
Sean Tufts,23,CAR,LB,12,0,0,0,0,0,0,0,0,1,0,0,0.0,11,9,2,0,0,
Bobby Wade,24,CHI,WR,12,0,0,0,0,0,0,0,10,4,0,0,0.0,2,2,0,0,0,
Corey Williams,25,GNB,DT,12,0,0,0,0,0,0,0,0,0,0,0,2.0,26,17,9,4,0,
Boss Bailey,26,DET,LLB,11,11,1,34,1,34,3,0,0,0,0,0,1.0,59,39,20,1,0,
Will Demps,26,BAL,FS,11,11,0,0,0,0,2,0,0,2,22,0,0.0,52,48,4,0,0,
Trent Dilfer,33,CLE,QB,11,11,0,0,0,0,0,0,9,0,-14,0,0.0,0,0,0,0,0,
Byron Leftwich,25,JAX,QB,11,11,0,0,0,0,0,0,8,1,0,0,0.0,0,0,0,0,0,
Fred Taylor,29,JAX,RB,11,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Gary Walker,32,HOU,LDE,11,11,0,0,0,0,4,2,0,0,0,0,1.0,30,20,10,6,0,
Domanick Williams,25,HOU,RB,11,11,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Earl Holmes,32,DET,MLB,11,10,0,0,0,0,1,2,0,0,0,0,0.0,75,51,24,7,0,
Dexter Jackson,28,TAM,FS,11,10,1,21,0,21,5,0,0,0,0,0,1.0,45,32,13,2,0,
Chris Simms,25,TAM,QB,11,10,0,0,0,0,0,0,6,1,-1,0,0.0,0,0,0,0,0,
Eric Warfield,29,KAN,RCB,11,10,1,57,1,57,9,0,0,2,0,0,0.0,57,53,4,2,0,
Brooks Bollinger,26,NYJ,QB,11,9,0,0,0,0,0,0,3,2,-3,0,0.0,0,0,0,0,0,
Daniel Graham,27,NWE,TE,11,9,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,
Ben Emanuel,23,SFO,SS,11,8,1,38,0,35,5,0,0,1,0,0,0.5,39,34,5,2,0,
Cory Schlesinger,33,DET,FB,11,8,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Fred Smoot,26,MIN,RCB,11,8,2,0,0,0,9,0,0,0,0,0,0.0,41,37,4,0,0,
Robert Ferguson,26,GNB,WR,11,7,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Gilbert Gardner,23,IND,LB,11,3,1,16,0,16,2,0,0,0,0,0,1.0,28,19,9,2,0,
Bernard Berrian,25,CHI,WR,11,2,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Ethan Kelley,25,CLE,DT,11,2,0,0,0,0,0,0,0,0,0,0,1.0,21,15,6,5,0,
Rashad Bauman,26,CIN,DB,11,1,0,0,0,0,1,0,0,0,0,0,0.0,12,11,1,0,0,
Jerry DeLoach,28,HOU,DE,11,1,0,0,0,0,0,0,0,0,0,0,1.0,13,10,3,1,0,
Michael Hawkins,22,GNB,DB,11,1,0,0,0,0,2,0,0,0,0,0,0.0,14,12,2,0,0,
Israel Idonije,25,CHI,DE,11,1,0,0,0,0,1,0,1,1,0,0,1.0,20,16,4,2,0,
Junior Ioane,28,HOU,DT,11,1,0,0,0,0,0,0,0,0,0,0,0.0,21,11,10,1,0,
Bethel Johnson,26,NWE,WR,11,1,0,0,0,0,0,0,1,1,0,0,0.0,7,5,2,0,0,
Jim Maxwell,24,SFO,LB,11,1,0,0,0,0,0,0,0,1,0,0,0.0,17,15,2,1,0,
Carl Powell,31,CIN,DE,11,1,0,0,0,0,1,0,0,0,0,0,1.0,13,9,4,4,0,
Joey Thomas,25,2TM,DB,11,1,0,0,0,0,3,0,0,0,0,0,0.0,15,11,4,1,0,
Joey Thomas,25,GNB,DB,6,1,0,0,0,0,3,0,0,0,0,0,0.0,14,11,3,1,0,
Joey Thomas,25,NOR,DB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Marcellus Wiley,31,JAX,DE,11,1,0,0,0,0,0,0,0,0,0,0,0.0,6,6,0,0,0,
Floyd Womack,27,SEA,T,11,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Otis Amey,24,SFO,WR,11,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Idrees Bashir,27,CAR,DB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Greg Brooks,25,CIN,DB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Patrick Crayton,26,DAL,WR,11,0,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,
Alfred Fincher,22,NOR,LB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Aaron Francisco,22,ARI,DB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,
Andre Frazier,23,PIT,LB,11,0,0,0,0,0,0,1,0,0,0,0,1.0,11,9,2,0,0,
Marques Harris,24,SDG,LB,11,0,0,0,0,0,1,0,0,0,0,0,1.0,10,8,2,1,0,
Michael Haynes,25,CHI,DE,11,0,0,0,0,0,0,0,0,0,0,0,1.5,15,10,5,2,0,
John Leake,24,2TM,LB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,
John Leake,24,ATL,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
John Leake,24,GNB,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,
Keith O'Neil,25,IND,LB,11,0,0,0,0,0,0,1,0,0,0,0,0.0,32,24,8,2,0,
Willie Ponder,25,NYG,WR,11,0,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,
Ryan Pontbriand,26,CLE,LS,11,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Omar Stoutmire,31,WAS,DB,11,0,0,0,0,0,1,1,0,0,0,0,0.0,18,15,3,0,0,
Terrence Holt,25,DET,FS,10,10,2,51,0,51,5,1,0,2,38,0,0.0,42,32,10,0,0,
William Joseph,26,NYG,RDT,10,10,0,0,0,0,3,0,0,1,5,0,2.0,19,14,5,5,0,
Ed Reed,27,BAL,SS,10,10,1,23,0,23,9,0,0,0,0,0,0.0,37,33,4,0,0,
Warren Sapp,33,OAK,RDT,10,10,1,3,0,3,3,1,0,0,0,0,5.0,32,29,3,3,0,
Lito Sheppard,24,PHI,LCB,10,10,3,72,0,34,9,1,0,0,0,0,1.0,32,28,4,1,0,
Kurt Warner,34,ARI,QB,10,10,0,0,0,0,0,0,9,3,-9,0,0.0,0,0,0,0,0,
Bryan Robinson,31,CIN,LDT,10,9,0,0,0,0,0,0,0,0,0,0,0.0,18,9,9,2,0,
Robert Thomas,25,GNB,RLB,10,9,1,24,0,24,1,0,0,0,0,0,0.0,41,30,11,2,0,
Arnaz Battle,25,SFO,WR,10,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Kelly Holcomb,32,BUF,QB,10,8,0,0,0,0,0,0,13,3,-31,0,0.0,0,0,0,0,0,
Anthony Weaver,25,BAL,LDE,10,8,0,0,0,0,0,0,0,1,0,0,2.0,33,28,5,8,0,
Ron Bartell,23,STL,RCB,10,7,0,0,0,0,4,1,0,0,0,0,0.0,38,33,5,1,0,
Glenn Earl,24,HOU,SS,10,7,2,2,0,2,6,0,0,0,0,0,0.0,35,22,13,2,0,
Phillip Buchanon,25,HOU,LCB,10,6,0,0,0,0,4,0,2,2,0,0,0.0,35,29,6,1,0,
Mike Pucillo,26,CLE,LG,10,6,0,0,0,0,,0,0,1,0,0,0.0,0,0,0,0,0,
Andre Dyson,26,SEA,LCB,10,5,1,72,1,72,10,1,0,1,25,1,0.0,21,20,1,0,0,
J.P. Foschi,23,OAK,FB,10,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Spencer Johnson,24,MIN,DT,10,2,0,0,0,0,2,0,0,0,0,0,0.0,29,20,9,1,0,
James Sanders,22,NWE,DB,10,2,1,39,1,39,1,0,0,1,0,0,0.0,16,13,3,0,0,
B.J. Askew,25,NYJ,FB,10,1,0,0,0,0,0,0,0,0,0,0,0.0,9,6,3,0,0,
Travis Henry,27,TEN,RB,10,1,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Cedric Killings,28,WAS,DT,10,1,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,1,0,
Roscoe Parrish,23,BUF,WR,10,1,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Brett Pierce,24,DAL,TE,10,1,0,0,0,0,0,0,0,1,0,0,0.0,6,6,0,0,0,
Hank Poteat,28,NWE,DB,10,1,0,0,0,0,0,1,0,0,0,0,1.0,21,17,4,1,0,
Lamont Reid,23,ARI,DB,10,1,0,0,0,0,1,0,0,0,0,0,0.0,20,19,1,1,0,
T.J. Slaughter,28,NOR,LB,10,1,1,0,0,0,1,0,0,0,0,0,0.0,22,18,4,2,0,
Roc Alexander,24,DEN,DB,10,0,0,0,0,0,0,0,0,1,0,0,0.0,6,4,2,0,0,
Marques Anderson,26,2TM,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Marques Anderson,26,DEN,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Marques Anderson,26,SFO,DB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Marc Boerigter,27,KAN,WR,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Duane Clemons,31,CIN,DE,10,0,0,0,0,0,1,0,0,1,0,0,2.0,12,10,2,3,0,
Devard Darling,23,BAL,WR,10,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Ron Dayne,27,DEN,RB,10,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Isaiah Ekejiuba,24,OAK,LB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Carl Ford,25,CHI,WR,10,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
John Hall,31,WAS,K,10,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
John Howell,27,SEA,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,11,8,3,0,0,
Dan Klecko,24,NWE,DT,10,0,0,0,0,0,0,0,0,0,0,0,0.5,10,5,5,0,0,
Michael Lehan,26,CLE,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,10,10,0,0,0,
Jim Leonhard,23,BUF,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,5,1,4,0,0,
Reggie Myles,26,CIN,DB,10,0,0,0,0,0,0,1,0,0,0,0,0.0,5,5,0,0,0,
Allen Rossum,30,ATL,DB,10,0,0,0,0,0,0,0,2,1,0,0,0.0,10,7,3,0,0,
Darrell Shropshire,22,ATL,DT,10,0,0,0,0,0,2,0,0,0,0,0,2.0,21,12,9,2,0,
Nick Sorensen,27,JAX,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,
Kiwaukee Thomas,28,MIA,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,8,8,0,0,0,
Leigh Torrence,23,ATL,DB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Dexter Wynn,24,PHI,DB,10,0,0,0,0,0,2,0,4,3,0,0,0.0,11,9,2,0,0,
Kyle Boller,24,BAL,QB,9,9,0,0,0,0,0,0,8,4,0,0,0.0,0,0,0,0,0,
Tedy Bruschi,32,NWE,LILB,9,9,0,0,0,0,4,1,0,0,0,0,2.0,63,37,26,2,0,AP CPoY-1
Donovan McNabb,29,PHI,QB,9,9,0,0,0,0,0,0,8,3,-18,0,0.0,0,0,0,0,0,
Tony Parrish,30,SFO,SS,9,9,2,34,1,34,7,0,0,0,0,0,0.0,44,34,10,3,0,
Todd Wade,29,HOU,RT,9,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Carlos Emmons,32,NYG,LLB,9,8,1,6,0,6,5,0,0,0,0,0,0.0,49,35,14,1,0,
J.P. Losman,24,BUF,QB,9,8,0,0,0,0,0,0,7,3,-2,0,0.0,0,0,0,0,0,
Mike McMahon,26,PHI,QB,9,7,0,0,0,0,0,0,8,3,-8,0,0.0,0,0,0,0,0,
Alex Smith,21,SFO,QB,9,7,0,0,0,0,0,0,11,6,-10,0,0.0,,,,,0,
Anthony Wright,29,BAL,QB,9,7,0,0,0,0,0,0,5,2,-8,0,0.0,0,0,0,0,0,
Darian Barnes,25,MIA,FB,9,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Na'il Diggs,27,GNB,LLB,9,6,0,0,0,0,0,0,0,1,0,0,0.0,35,32,3,3,0,
Ben Leber,27,SDG,LOLB,9,6,0,0,0,0,1,0,0,1,0,0,2.0,22,18,4,6,0,
Josh McCown,26,ARI,QB,9,6,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,
Courtney Watson,25,NOR,MLB,9,6,0,0,0,0,1,0,0,0,0,0,1.0,37,28,9,0,0,
Andre' Davis,26,NWE,WR,9,4,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Stockar McDougle,28,MIA,T,9,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Matt Murphy,25,HOU,TE,9,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Cedric Benson,23,CHI,RB,9,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,
Alonzo Jackson,25,2TM,LB,9,1,0,0,0,0,0,0,0,0,0,0,0.0,16,10,6,1,0,
Alonzo Jackson,25,PHI,LB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Alonzo Jackson,25,NYG,LB,8,1,0,0,0,0,0,0,0,0,0,0,0.0,14,8,6,1,0,
Saleem Rasheed,24,SFO,LB,9,1,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,
Jerry Wilson,32,SDG,DB,9,1,0,0,0,0,0,0,0,0,0,0,0.0,17,15,2,0,0,
Frank Chamberlin,27,HOU,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,
Jon Dorenbos,25,TEN,LS,9,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
DeLawrence Grant,26,OAK,LB,9,0,0,0,0,0,0,0,0,0,0,0,1.0,3,2,1,0,0,
Jason Horton,25,GNB,DB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0,0,
Trevor Johnson,24,NYJ,DE,9,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,3,1,0,
Wesly Mallard,27,2TM,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Wesly Mallard,27,NWE,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Wesly Mallard,27,TAM,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Donte Nicholson,24,TAM,DB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,
Jerome Pathon,30,ATL,WR,9,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Terdell Sands,26,OAK,DT,9,0,0,0,0,0,0,0,0,1,0,0,1.0,10,9,1,2,0,
Lauvale Sape,25,BUF,DT,9,0,0,0,0,0,0,0,0,1,0,0,0.0,8,7,1,0,0,
Pat Thomas,22,JAX,LB,9,0,0,0,0,0,1,1,0,0,0,0,0.0,13,12,1,0,0,
Artie Ulmer,32,ATL,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,
Denard Walker,32,OAK,DB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Stanley Wilson,23,DET,DB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,12,9,3,0,0,
Chris Baker,26,NYJ,TE,8,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Bertrand Berry,30,ARI,RDE,8,8,0,0,0,0,1,2,0,1,0,0,6.0,33,25,8,8,0,
Marc Bulger,28,STL,QB,8,8,0,0,0,0,0,0,4,1,-8,0,0.0,0,0,0,0,0,
Ernie Conwell,33,NOR,TE,8,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Travis Fisher,26,STL,RCB,8,8,0,0,0,0,3,0,0,1,0,0,0.0,37,37,0,0,0,
Roman Oben,33,SDG,LT,8,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Jamie Sharper,31,SEA,LLB,8,8,0,0,0,0,0,1,0,0,0,0,0.0,37,29,8,2,0,
Alshermond Singleton,30,DAL,LLB,8,7,1,0,0,0,2,0,0,0,0,0,0.0,18,13,5,1,0,
Samkon Gado,23,GNB,RB,8,5,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,
Jamie Martin,35,STL,QB,8,5,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,
Dat Nguyen,30,DAL,LB,8,4,1,7,0,7,3,0,0,2,0,0,1.0,31,26,5,2,0,
Brandon McGowan,22,CHI,DB,8,3,0,0,0,0,1,0,0,0,0,0,0.0,39,31,8,6,0,
Jarrod Baxter,26,ARI,FB,8,2,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Kevin Faulk,29,NWE,RB,8,2,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,
Jon McGraw,26,DET,DB,8,2,0,0,0,0,0,0,0,1,0,0,0.0,24,19,5,2,0,
Jason McKie,25,CHI,FB,8,2,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,
Jamie Winborn,26,2TM,LB,8,2,0,0,0,0,1,0,0,0,0,0,0.0,17,12,5,2,0,
Jamie Winborn,26,SFO,LB,3,2,0,0,0,0,1,0,0,0,0,0,0.0,13,8,5,1,0,
Jamie Winborn,26,JAX,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,1,0,
Tim Bulman,23,ARI,DT,8,1,0,0,0,0,1,0,0,0,0,0,0.0,8,8,0,4,0,
Langston Moore,24,ARI,DT,8,1,0,0,0,0,0,0,0,0,0,0,1.0,19,14,5,3,0,
Darrell Reid,23,IND,DE,8,1,0,0,0,0,0,0,0,0,0,0,0.0,11,7,4,0,0,
Rodney Bailey,26,SEA,DE,8,0,0,0,0,0,0,1,0,1,0,0,0.0,15,9,6,2,0,
Dee Brown,27,KAN,RB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Quinton Caver,27,DAL,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Nic Clemons,25,WAS,DE,8,0,0,0,0,0,1,0,0,0,0,0,0.0,2,2,0,0,0,
Damane Duckett,24,NYG,DT,8,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,
William Green,26,CLE,RB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Kris Griffin,24,KAN,LB,8,0,0,0,0,0,0,0,0,1,0,0,0.0,6,6,0,0,0,
Marquise Hill,23,NWE,DE,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
James Jackson,29,ARI,RB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Vincent Jackson,22,SDG,WR,8,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Darrien Johnson,25,NYJ,DB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Eric Moore,24,NYG,DE,8,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,
Bo Schobel,24,TEN,DE,8,0,0,0,0,0,0,1,0,0,0,0,1.0,10,8,2,3,0,
Lee Suggs,25,CLE,RB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Shaun Williams,29,NYG,DB,8,0,2,34,0,34,2,0,0,0,0,0,0.0,19,17,2,0,0,
Cornelius Wortham,23,SEA,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,
Daunte Culpepper,28,MIN,QB,7,7,0,0,0,0,0,0,5,0,-4,0,0.0,0,0,0,0,0,
Priest Holmes,32,KAN,RB,7,7,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Bryan Johnson,27,CHI,FB,7,6,0,0,0,0,0,0,0,1,0,0,0.0,,,,,0,
Duane Starks,31,NWE,RCB,7,6,0,0,0,0,5,0,0,0,0,0,0.0,28,21,7,0,0,
Charlie Frye,24,CLE,QB,7,5,0,0,0,0,0,0,7,2,-11,0,0.0,0,0,0,0,0,
David Garrard,27,JAX,QB,7,5,0,0,0,0,0,0,4,1,0,0,0.0,,,,,0,
Junior Seau,36,MIA,LLB,7,5,0,0,0,0,1,0,0,0,0,0,1.0,36,18,18,1,0,
Mark Bradley,23,CHI,WR,7,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Lenny Walls,26,DEN,DB,7,3,0,0,0,0,4,1,0,0,0,0,0.0,17,17,0,0,0,
Raymond Walls,26,ARI,DB,7,2,0,0,0,0,1,0,0,0,0,0,0.0,9,7,2,0,0,
Derrick Blaylock,26,NYJ,RB,7,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Ken Irvin,33,MIN,DB,7,1,0,0,0,0,0,0,0,0,0,0,0.0,10,9,1,0,0,
Mike Labinjo,25,2TM,LB,7,1,0,0,0,0,0,0,0,0,0,0,0.5,8,7,1,1,0,
Mike Labinjo,25,IND,LB,2,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,0,0,
Mike Labinjo,25,PHI,LB,5,1,0,0,0,0,0,0,0,0,0,0,0.0,6,6,0,1,0,
ReShard Lee,25,GNB,RB,7,1,0,0,0,0,0,0,2,0,0,0,0.0,5,5,0,0,0,
Ryan Moats,23,PHI,RB,7,1,0,0,0,0,0,0,3,2,0,0,0.0,4,3,1,0,0,
Jonathan Smith,24,BUF,WR,7,1,0,0,0,0,0,0,1,1,0,0,0.0,2,1,1,0,0,
Ken Amato,28,TEN,LS,7,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,
Antonio Brown,27,WAS,WR,7,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Marco Coleman,36,DEN,DE,7,0,0,0,0,0,1,0,0,0,0,0,1.0,9,7,2,1,0,
Jose Cortez,30,DAL,K,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
